,Date,Open,Adj Close,Predicted_Label
311,2013-05-06,16.27535629272461,14.135499954223633,1
344,2013-05-29,15.714285850524902,13.742311477661133,1
131,2013-06-05,15.916070938110352,13.74725341796875,0
60,2013-07-17,15.346428871154783,13.290154457092283,1
214,2013-07-23,15.214285850524902,12.94053554534912,1
273,2013-07-29,15.742856979370115,13.830028533935549,0
17,2013-08-13,16.819286346435547,15.220237731933594,1
210,2013-09-12,16.73214340209961,14.695459365844728,0
152,2013-09-16,16.46428680419922,13.993780136108398,1
255,2013-09-18,16.542142868041992,14.446435928344728,1
258,2013-09-24,17.674285888671875,15.205625534057615,0
317,2013-10-03,17.518213272094727,15.028731346130373,1
292,2013-10-25,18.9757137298584,16.351572036743164,0
158,2013-12-02,19.928571701049805,17.237247467041016,1
96,2013-12-06,20.206785202026367,17.512113571166992,1
295,2014-01-10,19.27964210510254,16.66530418395996,0
7,2014-01-14,19.222143173217773,17.08588981628418,1
393,2014-01-28,18.170000076293945,15.838515281677246,0
416,2014-02-04,18.066070556640625,15.910126686096191,0
358,2014-02-28,18.895713806152344,16.55429458618164,0
15,2014-04-01,19.205713272094727,17.039058685302734,1
343,2014-04-02,19.37071418762207,17.067363739013672,1
265,2014-06-11,23.53249931335449,20.783769607543945,0
442,2014-07-10,23.440000534057617,21.045061111450195,0
323,2014-07-23,23.854999542236328,21.52114486694336,1
143,2014-08-05,23.84000015258789,21.06277656555176,0
414,2014-08-06,23.6875,21.0273494720459,0
369,2014-08-26,25.354999542236328,22.45157051086425,0
386,2014-08-27,25.2549991607666,22.72751235961914,0
135,2014-08-28,25.397499084472656,22.754222869873047,0
373,2014-09-09,24.770000457763672,21.80622673034668,0
250,2014-09-17,25.3174991607666,22.60512351989746,0
350,2014-09-26,24.63249969482422,22.4204216003418,1
129,2014-10-08,24.690000534057617,22.431547164916992,1
413,2014-10-23,26.020000457763672,23.32835960388184,0
18,2014-11-10,27.2549991607666,24.32352066040039,0
164,2014-11-12,27.34499931335449,24.864391326904297,1
188,2014-11-13,27.950000762939453,25.21528053283692,1
306,2014-11-20,28.727500915527344,25.995304107666016,1
41,2015-01-14,27.26000022888184,24.54031753540039,0
328,2015-01-16,26.75749969482422,23.688783645629883,0
289,2015-01-27,28.104999542236328,24.392803192138672,0
30,2015-02-20,32.154998779296875,29.05749893188477,0
457,2015-02-23,32.505001068115234,29.84284019470215,1
341,2015-02-24,33.23500061035156,29.65659523010254,0
361,2015-02-27,32.5,28.82414054870605,0
117,2015-03-05,32.14500045776367,28.36415672302246,0
252,2015-03-10,31.602500915527344,27.937828063964844,0
159,2015-04-08,31.46249961853028,28.18240165710449,0
218,2015-04-14,31.75,28.33946990966797,0
89,2015-04-15,31.602500915527344,28.447179794311523,0
66,2015-04-23,32.07500076293945,29.09564208984375,0
194,2015-04-30,32.15999984741211,28.081430435180664,0
424,2015-06-30,31.39249992370605,28.26181983947754,0
76,2015-07-21,33.212501525878906,29.46051788330078,0
68,2015-07-31,30.64999961853028,27.33125114440918,0
417,2015-08-04,29.354999542236328,25.830625534057617,0
438,2015-08-20,28.520000457763672,25.497127532958984,0
351,2015-08-25,27.77750015258789,23.480445861816406,0
298,2015-08-28,28.042499542236328,25.641984939575195,1
230,2015-08-31,28.00749969482422,25.522022247314453,1
237,2015-09-14,29.145000457763672,26.09918785095215,1
378,2015-09-16,29.0625,26.3481674194336,1
36,2015-09-17,28.915000915527344,25.78458404541016,0
331,2015-09-23,28.40749931335449,25.87511444091797,0
363,2015-09-30,27.542499542236328,24.965227127075195,0
189,2015-11-16,27.84499931335449,25.95405006408692,0
465,2015-12-04,28.82250022888184,27.056495666503903,1
22,2015-12-24,27.25,24.55609893798828,1
26,2016-01-20,23.77499961853028,22.00116729736328,1
5,2016-02-18,24.709999084472656,21.999418258666992,1
427,2016-03-03,25.145000457763672,23.19697952270508,1
192,2016-03-04,25.592500686645508,23.54207992553711,1
406,2016-03-18,26.584999084472656,24.20712661743164,1
136,2016-03-21,26.482500076293945,24.20484733581543,1
139,2016-03-22,26.3125,24.389970779418945,1
467,2016-04-06,27.5575008392334,25.35897827148437,0
162,2016-05-06,23.342500686645508,21.31940078735352,1
324,2016-05-16,23.09749984741211,21.586122512817383,0
379,2016-07-20,25.0,22.984113693237305,1
440,2016-08-03,26.20249938964844,24.324626922607425,1
269,2016-08-04,26.395000457763672,24.474891662597656,1
207,2016-08-15,27.03499984741211,25.3094425201416,0
239,2016-08-17,27.27499961853028,25.24933433532715,1
352,2016-08-31,26.415000915527344,24.528057098388672,1
220,2016-09-02,26.924999237060547,24.904884338378903,1
297,2016-09-13,26.877500534057617,24.95573806762696,1
141,2016-09-15,28.46500015258789,26.71731758117676,1
444,2016-09-16,28.780000686645508,26.56706047058105,1
154,2016-09-23,28.604999542236328,26.05614852905273,0
104,2016-09-29,28.290000915527344,25.93362236022949,0
118,2016-10-03,28.177499771118164,26.01222419738769,0
82,2016-10-04,28.26499938964844,26.12318992614746,0
100,2016-10-06,28.424999237060547,26.32893753051757,1
334,2016-10-11,29.424999237060547,26.886079788208008,0
64,2016-10-13,29.19750022888184,27.04328346252441,0
51,2016-10-21,29.20249938964844,26.95542907714844,1
226,2016-10-31,28.412500381469727,26.248027801513672,0
454,2016-11-10,27.772499084472656,25.046688079833984,1
132,2016-11-16,26.674999237060547,25.55789566040039,1
37,2016-11-18,27.43000030517578,25.574161529541016,1
394,2016-11-21,27.530000686645508,25.962207794189453,1
145,2016-12-01,27.592500686645508,25.44171524047852,1
163,2016-12-02,27.292499542236328,25.5369815826416,1
147,2016-12-12,28.32250022888184,26.327028274536133,1
67,2016-12-13,28.459999084472656,26.76619911193848,1
175,2016-12-14,28.76000022888184,26.76619911193848,1
29,2016-12-16,29.11750030517578,26.94744300842285,0
157,2016-12-21,29.200000762939453,27.20071792602539,1
78,2016-12-22,29.08749961853028,27.02179718017578,0
178,2017-01-10,29.6924991607666,27.677064895629883,1
50,2017-01-27,30.53499984741211,28.336990356445312,0
209,2017-01-30,30.232500076293945,28.26262855529785,0
216,2017-01-31,30.287500381469727,28.19756507873535,1
397,2017-02-02,31.9950008392334,29.865955352783203,1
392,2017-02-17,33.775001525878906,31.673402786254883,0
180,2017-02-27,34.28499984741211,31.95577621459961,1
241,2017-02-28,34.27000045776367,31.969776153564453,1
120,2017-03-01,34.47249984741211,32.62321472167969,1
335,2017-03-02,35.0,32.42951583862305,0
215,2017-03-22,34.962501525878906,33.003604888916016,1
137,2017-03-28,35.227500915527344,33.55904006958008,1
423,2017-04-05,36.05500030517578,33.610389709472656,1
401,2017-04-06,36.0724983215332,33.5263786315918,1
266,2017-04-21,35.61000061035156,33.201988220214844,1
381,2017-05-05,36.68999862670898,34.76325225830078,1
40,2017-05-15,39.00249862670898,36.48616027832031,1
77,2017-06-06,38.47499847412109,36.1932373046875,1
419,2017-06-08,38.8125,36.31979751586914,0
437,2017-06-09,38.79750061035156,34.91142654418945,0
149,2017-06-14,36.875,34.01626205444336,0
431,2017-06-19,35.915000915527344,34.29277801513672,1
287,2017-06-26,36.79249954223633,34.17093276977539,0
32,2017-06-27,36.25249862670898,33.68117141723633,0
365,2017-06-29,36.1775016784668,33.66943359375,1
302,2017-07-06,35.755001068115234,33.44682693481445,1
225,2017-07-07,35.724998474121094,33.78661346435547,1
404,2017-07-11,36.182498931884766,34.10295867919922,0
405,2017-07-12,36.46749877929688,34.15217208862305,1
19,2017-07-24,37.64500045776367,35.64020919799805,1
283,2017-07-25,37.95000076293945,35.79253387451172,1
447,2017-07-27,38.4375,35.281681060791016,0
426,2017-08-02,39.81999969482422,36.82360458374024,0
244,2017-08-03,39.26250076293945,36.45570755004883,0
455,2017-08-22,39.557498931884766,37.58929443359375,1
79,2017-08-23,39.76750183105469,37.6363410949707,0
1,2017-09-18,40.02750015258789,37.328155517578125,0
105,2017-09-20,39.47499847412109,36.716495513916016,0
74,2017-09-22,37.8849983215332,35.73312759399414,0
410,2017-09-29,38.3025016784668,36.25774002075195,1
54,2017-10-02,38.56499862670898,36.184814453125,1
61,2017-10-12,39.087501525878906,36.70002746582031,1
99,2017-10-23,39.22249984741211,36.740013122558594,1
299,2017-10-24,39.0724983215332,36.95880889892578,1
190,2017-10-25,39.227500915527344,36.796485900878906,1
453,2017-11-01,42.46749877929688,39.261962890625,1
310,2017-11-29,43.157501220703125,40.01461791992188,0
389,2017-12-11,42.29999923706055,40.76778030395508,1
464,2017-12-19,43.75749969482422,41.209285736083984,0
72,2018-01-30,41.38249969482422,39.4220085144043,1
346,2018-02-07,40.772499084472656,37.667762756347656,0
245,2018-02-09,39.26750183105469,37.07931900024414,0
251,2018-03-09,44.4900016784668,42.66694259643555,1
435,2018-03-12,45.0724983215332,43.07942962646485,1
56,2018-03-19,44.33000183105469,41.55748748779297,0
322,2018-03-27,43.41999816894531,39.90749740600586,0
384,2018-03-29,41.95249938964844,39.774749755859375,1
211,2018-04-10,43.25,41.07149887084961,1
3,2018-04-11,43.057498931884766,40.87947845458984,0
126,2018-04-12,43.352500915527344,41.28247833251953,1
130,2018-04-13,43.69499969482422,41.42235565185547,1
236,2018-04-24,41.41749954223633,38.62734603881836,1
321,2018-04-26,41.02999877929688,38.9307975769043,1
260,2018-05-10,46.935001373291016,45.05181121826172,1
285,2018-05-14,47.25249862670898,44.7757568359375,0
468,2018-05-17,47.0,44.49970626831055,1
268,2018-05-23,46.587501525878906,44.82572937011719,1
116,2018-06-11,47.837501525878906,45.50872802734375,1
106,2018-06-19,46.28499984741211,44.19033050537109,1
229,2018-06-25,45.84999847412109,43.35263442993164,0
300,2018-06-27,46.307498931884766,43.82622146606445,0
301,2018-07-09,47.375,45.354042053222656,0
93,2018-07-11,47.125,44.71150207519531,1
193,2018-07-17,47.4375,45.56108474731445,1
367,2018-07-18,47.94499969482422,45.31121063232422,0
57,2018-07-25,48.26499938964844,46.363075256347656,0
81,2018-07-27,48.747501373291016,45.44924545288086,0
360,2018-08-03,51.75749969482422,49.49726104736328,1
146,2018-08-10,51.84000015258789,49.560997009277344,1
349,2018-08-27,54.28749847412109,52.04705047607422,1
24,2018-08-28,54.75249862670898,52.46736526489258,1
315,2018-09-26,55.25,52.63930892944336,0
128,2018-09-28,56.1974983215332,53.90979766845703,0
272,2018-10-01,56.98749923706055,54.27279281616211,0
355,2018-10-04,57.69499969482422,54.44712066650391,0
112,2018-10-24,55.650001525878906,51.36642456054688,0
430,2018-11-29,45.665000915527344,43.02860641479492,1
418,2018-12-17,41.36249923706055,39.287715911865234,1
87,2018-12-27,38.959999084472656,37.42086410522461,1
329,2019-01-10,38.125,36.857696533203125,1
296,2019-01-17,38.54999923706055,37.35136795043945,1
409,2019-01-18,39.375,37.5814323425293,1
396,2019-01-29,39.0625,37.068580627441406,1
446,2019-02-04,41.852500915527344,41.03953170776367,1
249,2019-02-12,42.525001525878906,41.128902435302734,1
376,2019-02-19,42.4275016784668,41.13853073120117,1
65,2019-02-22,42.89500045776367,41.62950897216797,1
408,2019-02-25,43.540000915527344,41.932762145996094,1
43,2019-03-04,43.92250061035156,42.32265090942383,1
380,2019-03-12,45.0,43.54047393798828,1
80,2019-03-14,45.97499847412109,44.21916580200195,1
119,2019-03-20,46.557498931884766,45.28536224365234,1
242,2019-04-04,48.6974983215332,47.097633361816406,1
91,2019-04-09,50.08000183105469,48.014610290527344,0
316,2019-04-17,49.8849983215332,48.88825607299805,1
425,2019-04-25,51.70750045776367,49.40570068359375,1
314,2019-05-01,52.470001220703125,50.66684341430664,1
11,2019-05-07,51.470001220703125,48.82326126098633,1
8,2019-05-14,46.602500915527344,45.58055114746094,1
45,2019-05-28,44.72999954223633,43.06064987182617,1
254,2019-06-07,46.62749862670898,45.940528869628906,1
31,2019-06-19,49.91999816894531,47.805694580078125,1
202,2019-07-08,50.20249938964844,48.32514572143555,0
275,2019-07-11,50.82749938964844,48.74311828613281,1
411,2019-07-19,51.4474983215332,48.94606018066406,1
263,2019-07-25,52.22249984741211,50.016357421875,1
124,2019-07-26,51.869998931884766,50.1903076171875,1
53,2019-08-09,50.32500076293945,48.74399566650391,1
420,2019-08-19,52.65499877929688,51.01397705078125,1
184,2019-09-13,55.0,53.05114364624024,1
161,2019-09-25,54.63750076293945,53.60408782958984,1
318,2019-09-27,55.1349983215332,53.06812286376953,0
195,2019-10-01,56.26750183105469,54.46745681762695,1
101,2019-10-11,58.23749923706055,57.28553771972656,1
407,2019-10-21,59.380001068115234,58.32836151123047,1
281,2019-10-23,60.525001525878906,58.975887298583984,1
326,2019-10-25,60.790000915527344,59.80046081542969,1
110,2019-11-11,64.57499694824219,63.77953720092773,1
114,2019-11-13,65.28250122070312,64.33170318603516,1
176,2019-11-19,66.9749984741211,64.77440643310547,1
165,2019-11-21,65.92250061035156,63.7332878112793,0
223,2019-11-27,66.3949966430664,65.15144348144531,1
133,2019-12-03,64.57749938964844,63.110599517822266,1
201,2019-12-24,71.17250061035156,69.14798736572266,1
185,2019-12-31,72.48249816894531,71.42965698242188,0
111,2020-01-06,73.44750213623047,72.92562866210938,1
103,2020-01-23,79.4800033569336,77.65193176269531,0
402,2020-01-28,78.1500015258789,77.27732849121094,1
69,2020-02-06,80.64250183105469,79.10653686523438,0
224,2020-02-18,78.83999633789062,77.78013610839844,0
196,2020-02-19,80.0,78.90662384033203,1
452,2020-02-26,71.63249969482422,71.35536193847656,1
264,2020-02-28,64.31500244140625,66.65196990966797,1
217,2020-03-03,75.9175033569336,70.54342651367188,0
234,2020-03-09,65.9375,64.89888000488281,1
375,2020-03-20,61.79499816894531,55.89442443847656,0
391,2020-03-27,63.1875,60.40518951416016,1
84,2020-03-31,63.900001525878906,62.00224304199219,1
172,2020-04-02,60.084999084472656,59.72003555297852,1
313,2020-04-28,71.2699966430664,67.92475128173828,0
182,2020-04-30,72.48999786376953,71.6357421875,1
109,2020-05-01,71.5625,70.48246002197266,1
354,2020-05-04,72.2925033569336,71.47969818115234,1
460,2020-05-06,75.11499786376953,73.30108642578125,1
228,2020-05-07,75.80500030517578,74.05936431884766,1
102,2020-05-12,79.4574966430664,76.13505554199219,1
6,2020-05-15,75.0875015258789,75.23046875,1
155,2020-06-03,81.16500091552734,79.48694610595703,1
345,2020-06-04,81.09750366210938,78.80237579345703,1
151,2020-06-05,80.8375015258789,81.04676055908203,1
436,2020-06-11,87.32749938964844,82.12250518798828,0
421,2020-06-24,91.25,88.02924346923828,0
221,2020-06-30,90.0199966430664,89.18809509277344,1
187,2020-07-13,97.26499938964844,93.37126159667967,0
338,2020-07-15,98.98999786376952,95.56916046142578,0
198,2020-08-04,109.13249969482422,107.24577331542967,1
243,2020-08-05,109.37750244140624,107.63449096679688,0
191,2020-08-07,113.20500183105467,108.85724639892578,0
261,2020-08-10,112.5999984741211,110.43946838378906,1
428,2020-08-18,114.35250091552734,113.21692657470705,1
71,2020-08-20,115.75,115.87438201904295,1
138,2020-08-24,128.69749450683594,123.30297088623048,0
312,2020-08-31,127.58000183105467,126.4208755493164,1
33,2020-09-01,132.75999450683594,131.45657348632812,1
173,2020-09-24,105.16999816894533,106.02345275878906,1
449,2020-10-12,120.05999755859376,121.87505340576172,1
174,2020-10-30,111.05999755859376,106.6504898071289,0
160,2020-11-05,117.9499969482422,116.6140365600586,1
39,2020-11-06,118.31999969482422,116.4815673828125,1
348,2020-11-13,119.44000244140624,117.04095458984376,0
253,2020-11-16,118.91999816894533,118.06161499023438,1
88,2020-11-23,117.18000030517578,111.73162078857422,0
293,2020-11-27,116.56999969482422,114.42063903808594,0
9,2020-12-02,122.0199966430664,120.78987884521484,1
462,2020-12-08,124.37000274658205,122.06568908691406,0
227,2020-12-11,122.43000030517578,120.13236236572266,1
95,2020-12-15,124.33999633789062,125.50057220458984,1
443,2020-12-29,138.0500030517578,132.36050415039062,0
441,2021-01-04,133.52000427246094,127.00212860107422,0
330,2021-01-07,128.36000061035156,128.4840087890625,1
276,2021-01-20,128.66000366210938,129.5733642578125,1
52,2021-01-22,136.27999877929688,136.48236083984375,1
456,2021-01-25,143.07000732421875,140.26072692871094,0
231,2021-02-01,133.75,131.64410400390625,0
282,2021-02-05,137.35000610351562,134.41587829589844,0
169,2021-02-09,136.6199951171875,133.67874145507812,0
200,2021-02-19,130.24000549316406,127.64400482177734,0
370,2021-02-23,123.76000213623048,123.70272064208984,1
262,2021-02-26,122.58999633789062,119.18158721923828,0
170,2021-03-17,124.0500030517578,122.62158203125,0
353,2021-04-07,125.83000183105467,125.70775604248048,1
42,2021-04-08,128.9499969482422,128.12557983398438,1
115,2021-04-15,133.82000732421875,132.19461059570312,1
319,2021-04-29,136.47000122070312,131.19210815429688,0
336,2021-05-03,132.0399932861328,130.26824951171875,1
83,2021-05-17,126.81999969482422,124.3165054321289,0
168,2021-05-20,125.2300033569336,125.34040069580078,1
246,2021-05-25,127.81999969482422,124.93675994873048,0
366,2021-05-27,126.44000244140624,123.3418197631836,0
44,2021-06-01,125.08000183105467,122.3572998046875,0
429,2021-06-15,129.94000244140625,127.63436889648438,0
55,2021-06-17,129.8000030517578,129.75111389160156,1
342,2021-06-21,130.3000030517578,130.2532196044922,1
385,2021-06-28,133.41000366210938,132.69483947753906,1
25,2021-07-26,148.27000427246094,146.68502807617188,1
248,2021-08-03,145.80999755859375,145.0802001953125,1
